Cluster,Centroid,Avg_Distance_miles,Start_Lat,Start_Lng
70,"(np.float64(34.05193849999999), np.float64(-82.2412105))",0.04464198327760846,34.05193849999999,-82.2412105
71,"(np.float64(33.819094), np.float64(-80.14385933333334))",0.18436915289724562,33.819094,-80.14385933333334
72,"(np.float64(34.7125646), np.float64(-82.4256886))",0.07161914329792883,34.7125646,-82.4256886
73,"(np.float64(34.009452875), np.float64(-81.24930954166666))",0.37314747236994306,34.009452875,-81.24930954166666
74,"(np.float64(34.25849538461539), np.float64(-82.09113815384616))",0.17869051186343693,34.25849538461539,-82.09113815384616
75,"(np.float64(34.61993145454546), np.float64(-82.53511018181817))",0.09379539246283927,34.61993145454546,-82.53511018181817
76,"(np.float64(34.214234366666666), np.float64(-82.1015836))",0.483999159966585,34.214234366666666,-82.1015836
77,"(np.float64(34.44952271428572), np.float64(-82.82359242857142))",0.20663342071620905,34.44952271428572,-82.82359242857142
78,"(np.float64(34.06736246428996), np.float64(-79.95286696067205))",0.18359602172254172,34.06736246428996,-79.95286696067205
79,"(np.float64(32.958952), np.float64(-80.56901049999999))",0.002209973963374912,32.958952,-80.56901049999999
80,"(np.float64(33.54086022643296), np.float64(-81.98812862652603))",0.6384379399704833,33.54086022643296,-81.98812862652603
81,"(np.float64(33.815560129700046), np.float64(-81.0089743035032))",1.367631153420001,33.815560129700046,-81.0089743035032
82,"(np.float64(33.95066515644725), np.float64(-81.1264531408259))",0.37644288667479575,33.95066515644725,-81.1264531408259
83,"(np.float64(34.313391), np.float64(-81.6328336))",0.1514697116536508,34.313391,-81.6328336
84,"(np.float64(34.376099), np.float64(-81.333389))",0.0,34.376099,-81.333389
85,"(np.float64(34.510730066666675), np.float64(-79.85160139999998))",0.4261244460469081,34.510730066666675,-79.85160139999998
86,"(np.float64(33.854442250000005), np.float64(-81.4010385))",0.30755865201654015,33.854442250000005,-81.4010385
87,"(np.float64(33.80796486057545), np.float64(-79.01562552709966))",0.7767471749665238,33.80796486057545,-79.01562552709966
88,"(np.float64(34.69579287436086), np.float64(-82.88923162085486))",1.5470115414421666,34.69579287436086,-82.88923162085486
89,"(np.float64(32.940098), np.float64(-79.81811975))",0.11132918262881387,32.940098,-79.81811975
90,"(np.float64(33.45883681909507), np.float64(-80.73107203368588))",0.255871643279849,33.45883681909507,-80.73107203368588
91,"(np.float64(34.692047533910845), np.float64(-82.99096090553715))",0.6912120058996288,34.692047533910845,-82.99096090553715
92,"(np.float64(34.742876), np.float64(-81.84387242857143))",0.21481165075322858,34.742876,-81.84387242857143
93,"(np.float64(34.739557142857144), np.float64(-82.75593214285713))",0.23274679197051462,34.739557142857144,-82.75593214285713
94,"(np.float64(34.6837424199241), np.float64(-82.39726256603569))",1.0828715275744423,34.6837424199241,-82.39726256603569
95,"(np.float64(34.49807914834183), np.float64(-82.99266198414385))",1.4508241300494977,34.49807914834183,-82.99266198414385
96,"(np.float64(35.145330355326436), np.float64(-81.504209016057))",2.209826227914722,35.145330355326436,-81.504209016057
97,"(np.float64(34.617183395119966), np.float64(-81.90052598992358))",0.11833273495914524,34.617183395119966,-81.90052598992358
98,"(np.float64(34.8295466), np.float64(-82.0788292))",0.17903788015441968,34.8295466,-82.0788292
99,"(np.float64(35.18391132993574), np.float64(-82.15730018722105))",0.16164602857456326,35.18391132993574,-82.15730018722105
100,"(np.float64(33.826957285714286), np.float64(-80.38904685714286))",0.2455330907304861,33.826957285714286,-80.38904685714286
101,"(np.float64(34.988700059113924), np.float64(-82.34142107091574))",0.46538754876347455,34.988700059113924,-82.34142107091574
102,"(np.float64(35.12017964486142), np.float64(-81.12110599136582))",0.12546871728049924,35.12017964486142,-81.12110599136582
103,"(np.float64(34.70058008802588), np.float64(-82.23042901429625))",1.5205341281239542,34.70058008802588,-82.23042901429625
104,"(np.float64(34.97355099999999), np.float64(-81.169522))",0.07104339310184137,34.97355099999999,-81.169522
105,"(np.float64(35.1217342), np.float64(-82.45878540000001))",0.10564577002142814,35.1217342,-82.45878540000001
106,"(np.float64(34.42850625), np.float64(-82.74996675000001))",0.1359401840011569,34.42850625,-82.74996675000001
107,"(np.float64(34.29415540000001), np.float64(-79.64518906666667))",0.5537290234173224,34.29415540000001,-79.64518906666667
108,"(np.float64(33.86054920926984), np.float64(-80.11309471153734))",0.16377671754260145,33.86054920926984,-80.11309471153734
109,"(np.float64(34.77684), np.float64(-82.084457))",0.0,34.77684,-82.084457
110,"(np.float64(33.208634668878716), np.float64(-79.98479617466737))",1.2104309920200538,33.208634668878716,-79.98479617466737
111,"(np.float64(33.557557561739635), np.float64(-80.8233443933846))",0.34122364308988223,33.557557561739635,-80.8233443933846
112,"(np.float64(35.060972), np.float64(-82.00168911627908))",0.3574540486438189,35.060972,-82.00168911627908
113,"(np.float64(34.477833), np.float64(-79.32464600000002))",0.15394284140361514,34.477833,-79.32464600000002
114,"(np.float64(34.200509), np.float64(-80.52164800000001))",0.17135441879055704,34.200509,-80.52164800000001
115,"(np.float64(32.437407946766626), np.float64(-80.74326089841463))",1.4650036465245813,32.437407946766626,-80.74326089841463
116,"(np.float64(34.23218859785399), np.float64(-82.10245513256956))",0.25702415448526195,34.23218859785399,-82.10245513256956
117,"(np.float64(34.3716735), np.float64(-81.7615365))",0.000863133650851897,34.3716735,-81.7615365
118,"(np.float64(32.970376122019495), np.float64(-80.04417209868771))",0.3805297419170844,32.970376122019495,-80.04417209868771
119,"(np.float64(33.4987927011903), np.float64(-80.8713988561571))",2.4446810172986204,33.4987927011903,-80.8713988561571
120,"(np.float64(33.98300125), np.float64(-81.42702225))",0.21384441220197595,33.98300125,-81.42702225
121,"(np.float64(34.68550113853254), np.float64(-82.34732504224425))",0.28708989738695134,34.68550113853254,-82.34732504224425
122,"(np.float64(34.7802795925926), np.float64(-82.22028796296298))",0.45933554733026927,34.7802795925926,-82.22028796296298
123,"(np.float64(34.110906), np.float64(-80.6910968))",0.025177163476495006,34.110906,-80.6910968
124,"(np.float64(34.09375575), np.float64(-79.5806925))",0.0007093795355130358,34.09375575,-79.5806925
125,"(np.float64(34.27036609869267), np.float64(-79.69994544999635))",0.45798567742817015,34.27036609869267,-79.69994544999635
126,"(np.float64(34.04119075), np.float64(-80.70415374999999))",0.08031232599579097,34.04119075,-80.70415374999999
127,"(np.float64(33.85866375), np.float64(-78.93047999999999))",0.18960799877995566,33.85866375,-78.93047999999999
128,"(np.float64(34.31013216666667), np.float64(-81.04509333333333))",0.28365346348225573,34.31013216666667,-81.04509333333333
129,"(np.float64(34.217590783067415), np.float64(-80.59437661701273))",0.2246314673827624,34.217590783067415,-80.59437661701273
130,"(np.float64(33.52177600610515), np.float64(-80.43113569429792))",0.13472870333204592,33.52177600610515,-80.43113569429792
131,"(np.float64(34.748817058823526), np.float64(-82.04400311764707))",0.3898460871237146,34.748817058823526,-82.04400311764707
132,"(np.float64(34.524524500000005), np.float64(-82.42971050000001))",0.04291632816837984,34.524524500000005,-82.42971050000001
133,"(np.float64(34.68364425000001), np.float64(-82.32022514999998))",0.18609182480958347,34.68364425000001,-82.32022514999998
134,"(np.float64(34.555009), np.float64(-82.6135468))",0.09659203264266855,34.555009,-82.6135468
135,"(np.float64(34.70442490909091), np.float64(-80.6867068181818))",0.5986360075032578,34.70442490909091,-80.6867068181818
136,"(np.float64(35.06067103174603), np.float64(-80.99126238095238))",0.3141294593203949,35.06067103174603,-80.99126238095238
137,"(np.float64(35.10807454166667), np.float64(-82.04295574999999))",0.5539730782119981,35.10807454166667,-82.04295574999999
138,"(np.float64(34.648518857142854), np.float64(-80.76606042857144))",0.3262039990272603,34.648518857142854,-80.76606042857144
139,"(np.float64(34.78532666666667), np.float64(-82.808195))",0.08651493432119738,34.78532666666667,-82.808195
140,"(np.float64(34.47121365957447), np.float64(-81.89066231914894))",1.1690832356675493,34.47121365957447,-81.89066231914894
141,"(np.float64(32.479018351903605), np.float64(-80.96997339076064))",0.6685419980356813,32.479018351903605,-80.96997339076064
142,"(np.float64(33.96404647464711), np.float64(-80.41150068484708))",1.3377770155234536,33.96404647464711,-80.41150068484708
143,"(np.float64(33.89619066666666), np.float64(-80.200126))",0.09197309093011106,33.89619066666666,-80.200126
144,"(np.float64(32.862047), np.float64(-80.72691))",0.040480452555849145,32.862047,-80.72691
145,"(np.float64(34.844909132685196), np.float64(-82.55065643767594))",0.3215226933014673,34.844909132685196,-82.55065643767594
146,"(np.float64(34.079434666666664), np.float64(-80.19892333333333))",0.17441061374680958,34.079434666666664,-80.19892333333333
147,"(np.float64(34.18939051288161), np.float64(-80.68675029299692))",0.43601736769718086,34.18939051288161,-80.68675029299692
148,"(np.float64(33.048565), np.float64(-80.6681362))",0.14549802207632406,33.048565,-80.6681362
149,"(np.float64(33.4248646), np.float64(-80.4770228))",0.1622471857523727,33.4248646,-80.4770228
150,"(np.float64(33.11766542135678), np.float64(-80.30689472125415))",0.1922208243869777,33.11766542135678,-80.30689472125415
151,"(np.float64(32.682795), np.float64(-81.28564820000001))",0.32913873854644893,32.682795,-81.28564820000001
152,"(np.float64(34.020081), np.float64(-80.704369))",0.0,34.020081,-80.704369
153,"(np.float64(33.854354024159996), np.float64(-78.78812188973654))",1.7521194014161838,33.854354024159996,-78.78812188973654
154,"(np.float64(34.649532016364304), np.float64(-82.30303554922784))",0.4588945045689136,34.649532016364304,-82.30303554922784
155,"(np.float64(33.96852636290448), np.float64(-80.04203801928095))",0.171235063400242,33.96852636290448,-80.04203801928095
156,"(np.float64(34.692060833333336), np.float64(-80.8228725))",0.38960964431891937,34.692060833333336,-80.8228725
157,"(np.float64(33.7241422), np.float64(-80.6519192))",0.1336582818762738,33.7241422,-80.6519192
158,"(np.float64(34.56099975), np.float64(-80.58649643749999))",0.3058604314483714,34.56099975,-80.58649643749999
159,"(np.float64(34.97540136261144), np.float64(-80.85379527339094))",1.7282317990908986,34.97540136261144,-80.85379527339094
160,"(np.float64(34.76499200000001), np.float64(-82.20044392682927))",0.34166601972292815,34.76499200000001,-82.20044392682927
161,"(np.float64(35.05587162162162), np.float64(-81.88445086486486))",0.5767719031172215,35.05587162162162,-81.88445086486486
162,"(np.float64(34.11599711164319), np.float64(-79.9061495312716))",0.42484200217605805,34.11599711164319,-79.9061495312716
163,"(np.float64(34.51084675675676), np.float64(-82.60174503603605))",1.2081762540985272,34.51084675675676,-82.60174503603605
164,"(np.float64(34.582557), np.float64(-82.49703459999998))",0.2659986013811961,34.582557,-82.49703459999998
165,"(np.float64(35.043771681347806), np.float64(-80.96072892835606))",2.7921735047894205,35.043771681347806,-80.96072892835606
166,"(np.float64(34.864072199999995), np.float64(-80.908999))",0.024961014579410124,34.864072199999995,-80.908999
167,"(np.float64(34.67260471428571), np.float64(-82.49308214285715))",0.1765661323291837,34.67260471428571,-82.49308214285715
168,"(np.float64(34.11928025), np.float64(-80.14438275))",0.00033291516831281565,34.11928025,-80.14438275
169,"(np.float64(33.56216216253141), np.float64(-81.9326707940097))",0.5334576113605403,33.56216216253141,-81.9326707940097
170,"(np.float64(34.263169909090905), np.float64(-82.22597390909092))",0.05789239819852426,34.263169909090905,-82.22597390909092
171,"(np.float64(33.89847), np.float64(-81.70040325))",0.000537103490755885,33.89847,-81.70040325
172,"(np.float64(32.4048135), np.float64(-81.01747337500001))",0.11842333368585121,32.4048135,-81.01747337500001
173,"(np.float64(34.187365), np.float64(-79.35900899999999))",0.03867198504523678,34.187365,-79.35900899999999
174,"(np.float64(33.84308093159278), np.float64(-78.65560394668131))",0.4308813182312388,33.84308093159278,-78.65560394668131
175,"(np.float64(33.909475428571426), np.float64(-78.83888364285716))",0.33664975167391437,33.909475428571426,-78.83888364285716
176,"(np.float64(34.65669666666667), np.float64(-82.31662800000002))",0.0012254467502919141,34.65669666666667,-82.31662800000002
177,"(np.float64(33.86926261538462), np.float64(-81.41060653846155))",0.37312656229099705,33.86926261538462,-81.41060653846155
178,"(np.float64(33.484818562499996), np.float64(-79.095306875))",0.23834042087833712,33.484818562499996,-79.095306875
179,"(np.float64(34.301247206340236), np.float64(-82.53997551196086))",0.4457909086054758,34.301247206340236,-82.53997551196086
180,"(np.float64(32.25609883425079), np.float64(-81.10273805264019))",0.26323289870486166,32.25609883425079,-81.10273805264019
181,"(np.float64(33.89088075), np.float64(-81.219001625))",0.049829767636862685,33.89088075,-81.219001625
182,"(np.float64(34.082908125), np.float64(-79.84477375))",0.2562889413280786,34.082908125,-79.84477375
183,"(np.float64(34.925896544089376), np.float64(-81.87048439226936))",1.0072982548382383,34.925896544089376,-81.87048439226936
184,"(np.float64(34.0175091), np.float64(-79.20014870000001))",0.41768191954595907,34.0175091,-79.20014870000001
185,"(np.float64(35.011406750000006), np.float64(-82.25977449999999))",0.22363843709482548,35.011406750000006,-82.25977449999999
186,"(np.float64(34.242531666666665), np.float64(-79.89005966666666))",0.1438590092628151,34.242531666666665,-79.89005966666666
187,"(np.float64(34.549371009421705), np.float64(-82.79897380278926))",0.6704262280620856,34.549371009421705,-82.79897380278926
188,"(np.float64(32.45757663946823), np.float64(-80.89841403835827))",0.31424937116393736,32.45757663946823,-80.89841403835827
189,"(np.float64(32.802898941430335), np.float64(-80.77044589200672))",0.35677496957135596,32.802898941430335,-80.77044589200672
190,"(np.float64(33.886197018840384), np.float64(-80.34833644496966))",0.7702963111213404,33.886197018840384,-80.34833644496966
191,"(np.float64(32.63300311374908), np.float64(-80.8803292734948))",0.40500156449954433,32.63300311374908,-80.8803292734948
192,"(np.float64(32.882271756321835), np.float64(-80.71533761226857))",0.5150826402382558,32.882271756321835,-80.71533761226857
193,"(np.float64(33.12885811696531), np.float64(-80.29345035396038))",1.285115655052816,33.12885811696531,-80.29345035396038
194,"(np.float64(33.1976068223188), np.float64(-80.60418477869689))",0.29611482497352143,33.1976068223188,-80.60418477869689
195,"(np.float64(34.230417853666914), np.float64(-81.43787830226938))",1.2964478503559944,34.230417853666914,-81.43787830226938
196,"(np.float64(35.048798000000005), np.float64(-81.56869650000002))",0.17886420683217585,35.048798000000005,-81.56869650000002
197,"(np.float64(33.9215295), np.float64(-80.0996765))",0.0011918853093605191,33.9215295,-80.0996765
198,"(np.float64(33.883758652145204), np.float64(-79.45356421820206))",0.23493042548552298,33.883758652145204,-79.45356421820206
199,"(np.float64(34.195503125), np.float64(-79.62862025))",0.1478852662339537,34.195503125,-79.62862025
200,"(np.float64(34.616942699999996), np.float64(-83.04582124999999))",0.5908363393402835,34.616942699999996,-83.04582124999999
201,"(np.float64(34.8600981), np.float64(-82.60312920000001))",0.2827403681016253,34.8600981,-82.60312920000001
202,"(np.float64(33.543179333333335), np.float64(-79.19195566666667))",0.08515034228836905,33.543179333333335,-79.19195566666667
203,"(np.float64(34.96734305882353), np.float64(-82.40038100000001))",0.45066975046587987,34.96734305882353,-82.40038100000001
204,"(np.float64(33.72560905882352), np.float64(-80.92891247058823))",0.22393252140245895,33.72560905882352,-80.92891247058823
205,"(np.float64(34.17558655826565), np.float64(-81.31156494908346))",1.2529240309640908,34.17558655826565,-81.31156494908346
206,"(np.float64(33.815830682481405), np.float64(-81.45314847551414))",0.23741360605237613,33.815830682481405,-81.45314847551414
207,"(np.float64(34.379011237606434), np.float64(-81.67999124369115))",0.07123025832033622,34.379011237606434,-81.67999124369115
208,"(np.float64(33.317994348290156), np.float64(-80.5498168882095))",0.3564195901497401,33.317994348290156,-80.5498168882095
209,"(np.float64(33.72521084456291), np.float64(-79.08543877121531))",0.2111820998853411,33.72521084456291,-79.08543877121531
210,"(np.float64(33.856171), np.float64(-81.739754))",0.0,33.856171,-81.739754
211,"(np.float64(33.9048953125), np.float64(-81.274654))",0.3930282359990941,33.9048953125,-81.274654
212,"(np.float64(34.1073475), np.float64(-78.9487575))",0.1531623909090002,34.1073475,-78.9487575
213,"(np.float64(33.2560195), np.float64(-81.37713350000001))",0.09193229606810213,33.2560195,-81.37713350000001
214,"(np.float64(34.89923814285715), np.float64(-81.8891432857143))",0.14252469292875766,34.89923814285715,-81.8891432857143
215,"(np.float64(33.78027), np.float64(-80.04744000000002))",0.0,33.78027,-80.04744000000002
216,"(np.float64(32.5333265), np.float64(-81.1315))",0.0001722692364534842,32.5333265,-81.1315
217,"(np.float64(34.85271766666667), np.float64(-82.84804716666667))",0.2427849967297614,34.85271766666667,-82.84804716666667
218,"(np.float64(33.94142786363636), np.float64(-80.78796663636363))",0.5874020003871198,33.94142786363636,-80.78796663636363
219,"(np.float64(34.3679755), np.float64(-81.669155))",0.017038090862849357,34.3679755,-81.669155
220,"(np.float64(34.57327613850768), np.float64(-83.04941744051833))",0.004513330821850525,34.57327613850768,-83.04941744051833
221,"(np.float64(34.570169958143474), np.float64(-82.62574380817352))",1.02541620146871,34.570169958143474,-82.62574380817352
222,"(np.float64(33.20078267857143), np.float64(-80.04845492857143))",0.5223559788206922,33.20078267857143,-80.04845492857143
223,"(np.float64(35.16199158823529), np.float64(-81.89071717647059))",0.9430206186062307,35.16199158823529,-81.89071717647059
224,"(np.float64(34.868206736842104), np.float64(-82.089231))",0.3195752779291546,34.868206736842104,-82.089231
225,"(np.float64(35.103658), np.float64(-81.89362266666667))",0.10688699202207678,35.103658,-81.89362266666667
226,"(np.float64(33.9184742), np.float64(-81.50815))",0.012312528486957635,33.9184742,-81.50815
227,"(np.float64(34.441503522159444), np.float64(-79.3752503660353))",0.3657620805351722,34.441503522159444,-79.3752503660353
228,"(np.float64(34.469336250000005), np.float64(-82.60553099999998))",0.20332599947938262,34.469336250000005,-82.60553099999998
229,"(np.float64(34.810388125), np.float64(-82.911562))",0.2874014889880224,34.810388125,-82.911562
230,"(np.float64(34.84393983333334), np.float64(-82.63488344444444))",0.7556040867140569,34.84393983333334,-82.63488344444444
231,"(np.float64(34.753690999999996), np.float64(-83.05352452542373))",1.23513012716299,34.753690999999996,-83.05352452542373
232,"(np.float64(34.108739777777785), np.float64(-80.1654798888889))",0.3664828161588115,34.108739777777785,-80.1654798888889
233,"(np.float64(34.690952176470596), np.float64(-82.25376570588234))",0.28729069123197654,34.690952176470596,-82.25376570588234
234,"(np.float64(35.062719), np.float64(-81.81729720000001))",0.12042711768112113,35.062719,-81.81729720000001
235,"(np.float64(33.89268969230769), np.float64(-81.15955884615384))",0.4395204368548289,33.89268969230769,-81.15955884615384
236,"(np.float64(33.933502600000004), np.float64(-81.1051326))",0.10490753224766133,33.933502600000004,-81.1051326
237,"(np.float64(34.9689865), np.float64(-82.61629500000001))",0.15411622815901327,34.9689865,-82.61629500000001
238,"(np.float64(34.536910483870976), np.float64(-82.05947096774193))",0.7676329057267605,34.536910483870976,-82.05947096774193
239,"(np.float64(34.375371), np.float64(-79.97718766666668))",0.07330148072777153,34.375371,-79.97718766666668
240,"(np.float64(34.669281), np.float64(-79.965363))",0.0,34.669281,-79.965363
241,"(np.float64(34.187364536093654), np.float64(-79.34603022488919))",0.40744839275562583,34.187364536093654,-79.34603022488919
242,"(np.float64(33.28469477777777), np.float64(-80.56309588888888))",0.05294228862461754,33.28469477777777,-80.56309588888888
243,"(np.float64(33.907180788216216), np.float64(-81.22498009345222))",0.37837510417479553,33.907180788216216,-81.22498009345222
244,"(np.float64(34.76669833333333), np.float64(-81.68176899999999))",0.07163514685287313,34.76669833333333,-81.68176899999999
245,"(np.float64(33.895315499999995), np.float64(-78.67386825))",0.17650970109545844,33.895315499999995,-78.67386825
246,"(np.float64(34.06383008785282), np.float64(-81.2195175961281))",0.18148915060456006,34.06383008785282,-81.2195175961281
247,"(np.float64(34.3324112), np.float64(-80.52355980000002))",0.10868783383430838,34.3324112,-80.52355980000002
248,"(np.float64(33.281735999999995), np.float64(-79.73446066666668))",0.19089696931384506,33.281735999999995,-79.73446066666668
249,"(np.float64(33.79934125), np.float64(-80.38259925))",0.1582618292715683,33.79934125,-80.38259925
